model,generation,problem_key,top25_count
human,soln1,719 b anatoly and cockroaches,0
human,soln1,719 e sasha and array,0
human,soln1,720 c homework,0
human,soln1,725 c hidden word,0
human,soln1,73 f plane of tanks,0
human,soln1,730 g car repair shop,0
human,soln1,733 c epidemic in monstropolis,0
human,soln1,737 a road to cinema,0
human,soln1,740 b alyona and flowers,0
human,soln1,741 e arpa s abnormal dna and mehrdad s deep interest,0
human,soln1,747 c servers,0
human,soln1,750 f new year and finding roots,0
human,soln1,754 b ilya and tic tac toe game,0
human,soln1,754 e dasha and cyclic table,2
human,soln1,76 b mice,0
human,soln1,763 d timofey and a flat tree,0
human,soln1,765 d artsem and saunders,0
human,soln1,774 d lie or truth,0
human,soln1,774 k stepan and vowels,0
human,soln1,776 a a serial killer,0
human,soln1,779 a pupils redistribution,0
human,soln1,787 c berzerk,0
human,soln1,789 a anastasia and pebbles,0
human,soln1,802 i fake news hard,0
human,soln1,805 a fake np,0
human,soln1,808 g anthem of berland,0
human,soln1,814 c an impassioned circulation of affection,2
human,soln1,815 b karen and test,0
human,soln1,819 d mister b and astronomers,0
human,soln1,820 d mister b and pr shifts,0
human,soln1,83 c track,0
human,soln1,830 a office keys,0
human,soln1,833 c ever hungry krakozyabra,1
human,soln1,845 b luba and the ticket,0
human,soln1,85 d sum of medians,1
human,soln1,853 d michael and charging stations,0
human,soln1,855 d rowena ravenclaw s diadem,0
human,soln1,860 c tests renumeration,0
human,soln1,87 b vasya and types,0
human,soln1,875 d high cry,0
human,soln1,886 d restoration of string,1
human,soln1,887 b cubes for masha,0
human,soln1,89 c chip play,1
human,soln1,891 d sloth,0
human,soln1,901 d weighting a tree,0
human,soln1,914 f substrings in a string,2
human,soln1,915 a garden,0
human,soln1,920 e connected components,0
human,soln1,924 c riverside curio,0
human,soln1,925 e may holidays,0
human,soln1,952 c ravioli sort,0
human,soln1,954 f runner s problem,0
human,soln1,958 f3 lightsabers hard,0
human,soln1,961 f k substrings,1
human,soln1,962 f simple cycles edges,0
human,soln1,963 b destruction of a tree,0
human,soln1,977 b two gram,0
human,soln1,979 e kuro and topological parity,0
human,soln1,980 e the number games,0
human,soln1,989 e a trance of nightfall,0
human,soln1,99 b help chef gerasim,0
human,soln1,990 e post lamps,0
human,soln1,993 d compute power,0
human,soln1,999 f cards and joy,0
human,soln1,p00131 doctor s strange particles,0
human,soln1,p00156 moats around the castle,0
human,soln1,p00163 highway toll,0
human,soln1,p00232 life game,0
human,soln1,p00260 cats going straight,0
human,soln1,p00386 gathering,0
human,soln1,p00395 maze and items,0
human,soln1,p00447 searching constellation,0
human,soln1,p00483 planetary exploration,1
human,soln1,p00493 zig zag numbers,0
human,soln1,p00680 knd factory,0
human,soln1,p00698 missing numbers,0
human,soln1,p00720 earth observation with a mobile robot team,1
human,soln1,p00738 roll a big ball,0
human,soln1,p00781 lattice practices,0
human,soln1,p00786 but we need a diagram,0
human,soln1,p00812 equals are equals,0
human,soln1,p00839 organize your train,0
human,soln1,p00860 the morning after halloween,0
human,soln1,p00878 origami through hole,0
human,soln1,p00918 dragon s cruller,0
human,soln1,p00950 infallibly crack perplexing cryptarithm,0
human,soln1,p00953 animal companion in maze,0
human,soln1,p01009 room of time and spirit,0
human,soln1,p01046 yu kun likes a lot of money,0
human,soln1,p01051 squid ink,0
human,soln1,p01076 graph making,0
human,soln1,p01083 redblue,0
human,soln1,p01103 a garden with ponds,0
human,soln1,p01123 let s move tiles,0
human,soln1,p01141 lifeguard in the pool,0
human,soln1,p01210 speed,0
human,soln1,p01219 private teacher,1
human,soln1,p01222 walk under a scorching sun,0
human,soln1,p01240 oil company,0
human,soln1,p01316 differential pulse code modulation,0
human,soln1,p01320 magical island 2,0
human,soln1,p01346 ropeway,0
human,soln1,p01353 rabbit plays games,0
human,soln1,p01356 nearest station,0
human,soln1,p01402 anipero,2
human,soln1,p01422 beautiful currency,0
human,soln1,p01450 my friends are small,0
human,soln1,p01458 kth sentence,0
human,soln1,p01484 icy composer,2
human,soln1,p01488 transfertrain,0
human,soln1,p01516 milky way,0
human,soln1,p01535 markup language has declined,1
human,soln1,p01646 dictionary,0
human,soln1,p01650 stack maze,0
human,soln1,p01691 disappear drive,0
human,soln1,p01738 gravity point,1
human,soln1,p01756 longest match,0
human,soln1,p01797 kimagure cleaner,0
human,soln1,p01835 donut decoration,0
human,soln1,p01838 optimal tournament,0
human,soln1,p01904 minimum enclosing rectangle,0
human,soln1,p01935 protect from the enemy attack,0
human,soln1,p01963 separate string,0
human,soln1,p01970 the diversity of prime factorization,0
human,soln1,p01974 pigeonhole principle,0
human,soln1,p02069 universal and existential quantifiers,0
human,soln1,p02074 n by m grid calculation,0
human,soln1,p02110 settler,0
human,soln1,p02211 apple adventure,0
human,soln1,p02216 array game,0
human,soln1,p02250 multiple string matching,2
human,soln1,p02278 minimum cost sort,0
human,soln1,p02365 minimum cost arborescence,0
human,soln1,p02369 cycle detection for a directed graph,0
human,soln1,p02398 how many divisors,0
human,soln1,p02445 swap,0
human,soln1,p02472 addition of big integers,2
human,soln1,p02539 acl beginner contest heights and pairs,0
human,soln1,p02548 atcoder beginner contest 179 a x b c,0
human,soln1,p02574 atcoder beginner contest 177 coprime,0
human,soln1,p02613 atcoder beginner contest 173 judge status summary,1
human,soln1,p02652 atcoder grand contest 045 01 unbalanced,1
human,soln1,p02668 nomura programming competition 2020 sorting game,0
human,soln1,p02670 atcoder grand contest 044 joker,0
human,soln1,p02679 atcoder beginner contest 168 bullet,0
human,soln1,p02741 panasonic programming contest 2020 kth term,0
human,soln1,p02838 atcoder beginner contest 147 xor sum 4,0
human,soln1,p02943 atcoder grand contest 037 reversing and concatenating,1
human,soln1,p03069 tenka1 programmer beginner contest 2019 stones,0
human,soln1,p03107 atcoder beginner contest 120 unification,0
human,soln1,p03143 nikkei programming contest 2019 weights on vertices and edges,0
human,soln1,p03153 keyence programming contest 2019 connecting cities,0
human,soln1,p03194 caddi 2018 for beginners product and gcd,0
human,soln1,p03258 atcoder grand contest 027 abbreviate,1
human,soln1,p03318 atcoder beginner contest 101 snuke numbers,0
human,soln1,p03363 atcoder grand contest 023 zero sum ranges,0
human,soln1,p03414 atcoder regular contest 092 two faced edges,0
human,soln1,p03443 atcoder petrozavodsk contest 001 colorful doors,2
human,soln1,p03474 atcoder beginner contest 084 postal code,0
human,soln1,p03570 code festival 2017 qual c yet another palindrome partitioning,1
human,soln1,p03603 atcoder regular contest 083 bichrome tree,0
human,soln1,p03684 atcoder regular contest 076 built,0
human,soln1,p03725 atcoder grand contest 014 closed rooms,1
human,soln1,p03771 atcoder grand contest 012 camel and oases,0
human,soln1,p03794 mujin programming challenge 2017 oriented tree,0
human,soln1,p03819 atcoder regular contest 068 snuke line,0
human,soln1,p03940 atcoder grand contest 007 shik and game,0
human,soln2,1000 a codehorses t shirts,0
human,soln2,1007 e mini metro,0
human,soln2,1008 d pave the parallelepiped,0
human,soln2,101 c vectors,0
human,soln2,1011 a stages,0
human,soln2,1016 c vasya and the mushrooms,0
human,soln2,1025 d recovering bst,0
human,soln2,1027 e inverse coloring,0
human,soln2,1036 b diagonal walking v 2,0
human,soln2,1037 b reach median,0
human,soln2,1037 e trips,0
human,soln2,1045 d interstellar battle,0
human,soln2,105 c item world,0
human,soln2,1053 c putting boxes together,0
human,soln2,1054 b appending mex,0
human,soln2,1065 f up and down the tree,0
human,soln2,1070 c cloud computing,0
human,soln2,1080 c masha and two friends,0
human,soln2,1081 d maximum distance,0
human,soln2,1081 g mergesort strikes back,0
human,soln2,1090 c new year presents,0
human,soln2,1090 j two prefixes,1
human,soln2,1091 g new year and the factorisation collaboration,1
human,soln2,110 b lucky string,0
human,soln2,1103 e radix sum,0
human,soln2,1109 f sasha and algorithm of silence s sounds,0
human,soln2,1117 f crisp string,0
human,soln2,1118 c palindromic matrix,0
human,soln2,1129 a2 toy train,0
human,soln2,1129 d isolation,0
human,soln2,1131 e string multiplication,0
human,soln2,1139 c edgy trees,0
human,soln2,1140 b good string,0
human,soln2,1144 f graph without long directed paths,0
human,soln2,1148 c crazy diamond,0
human,soln2,1149 b three religions,3
human,soln2,1149 e election promises,0
human,soln2,1155 a reverse a substring,0
human,soln2,1179 e alesya and discrete math,0
human,soln2,1184 b3 the doctor meets vader hard,0
human,soln2,1187 g gang up,0
human,soln2,1189 a keanu reeves,1
human,soln2,1189 d1 add on a tree,0
human,soln2,1195 d2 submarine in the rybinsk sea hard edition,0
human,soln2,1198 a mp3,0
human,soln2,1206 f almost all,0
human,soln2,121 c lucky permutation,0
human,soln2,1215 b the number of products,0
human,soln2,1219 h function composition,0
human,soln2,1225 b1 tv subscriptions easy version,0
human,soln2,1239 e turtle,0
human,soln2,124 d squares,0
human,soln2,1253 f cheap robot,0
human,soln2,1256 c platforms jumping,0
human,soln2,1256 e yet another division into teams,0
human,soln2,1257 g divisor set,0
human,soln2,1264 a beautiful regional contest,0
human,soln2,1264 d2 beautiful bracket sequence hard version,1
human,soln2,1267 l lexicography,0
human,soln2,1269 e k integers,0
human,soln2,127 c hot bath,0
human,soln2,127 e e reader display,1
human,soln2,1277 e two fairs,0
human,soln2,1285 c fadi and lcm,0
human,soln2,1291 b array sharpening,0
human,soln2,1291 e prefix enlightenment,1
human,soln2,1305 b kuroni and simple strings,0
human,soln2,1320 f blocks and sensors,0
human,soln2,1328 f make k equal,0
human,soln2,1329 d dreamoon likes strings,0
human,soln2,1332 g no monotone triples,0
human,soln2,1336 f journey,0
human,soln2,1342 c yet another counting problem,0
human,soln2,1344 a hilbert s hotel,0
human,soln2,1348 f phoenix and memory,0
human,soln2,1353 c board moves,0
human,soln2,1354 c2 not so simple polygon embedding,0
human,soln2,1354 f summoning minions,0
human,soln2,1359 d yet another yet another task,0
human,soln2,1361 e james and the chase,0
human,soln2,1364 c ehab and prefix mexs,0
human,soln2,1369 d tediouslee,0
human,soln2,1373 b 01 game,0
human,soln2,1379 f1 chess strikes back easy version,0
human,soln2,1386 a colors,0
human,soln2,139 d digits permutations,0
human,soln2,1406 c link cut centroids,0
human,soln2,141 c queue,0
human,soln2,1413 f roads and ramen,0
human,soln2,1421 b putting bricks in the wall,0
human,soln2,1424 n bubblesquare tokens,0
human,soln2,1433 c dominant piranha,0
human,soln2,1450 b balls of steel,0
human,soln2,1450 d rating compression,0
human,soln2,1458 b glass half spilled,0
human,soln2,1466 c canine poetry,0
human,soln2,1466 f euclid s nightmare,0
human,soln2,1468 j road reform,0
human,soln2,147 b smile house,0
human,soln2,1470 e strange permutation,0
human,soln2,1473 g tiles,0
human,soln2,1474 b different divisors,0
human,soln2,1475 d cleaning the phone,0
human,soln2,1481 b new colony,0
human,soln2,149 b martian clock,1
human,soln2,149 d coloring brackets,0
human,soln2,1490 d permutation transformation,0
human,soln2,1490 g old floppy drive,0
human,soln2,1493 c k beautiful strings,1
human,soln2,1500 b two chandeliers,0
human,soln2,1506 f triangular paths,0
human,soln2,1511 f chainword,0
human,soln2,1515 i phoenix and diamonds,1
human,soln2,152 e garden,0
human,soln2,1523 d love hate,0
human,soln2,1525 d armchairs,0
human,soln2,1534 d lost tree,0
human,soln2,1539 d pricefixed,0
human,soln2,1543 b customising the track,0
human,soln2,1547 c pair programming,0
human,soln2,155 c hometask,0
human,soln2,174 e ancient berland hieroglyphs,0
human,soln2,177 c1 party,0
human,soln2,177 d1 encrypting messages,0
human,soln2,195 a let s watch football,0
human,soln2,203 e transportation,0
human,soln2,204 d little elephant and retro strings,1
human,soln2,209 b pixels,0
human,soln2,221 c little elephant and problem,0
human,soln2,228 d zigzag,0
human,soln2,233 c cycles,0
human,soln2,235 a lcm challenge,0
human,soln2,25 d roads not only in berland,0
human,soln2,252 b unsorting array,0
human,soln2,259 b little elephant and magic square,0
human,soln2,260 b ancient prophesy,0
human,soln2,263 d cycle in graph,0
human,soln2,268 a games,0
human,soln2,270 b multithreading,0
human,soln2,272 b dima and sequence,0
human,soln2,278 b new problem,1
human,soln2,293 d ksusha and square,0
human,soln2,300 a array,0
human,soln2,305 a strange addition,0
human,soln2,309 b context advertising,0
human,soln2,317 b ants,0
human,soln2,319 b psychos in a line,0
human,soln2,323 c two permutations,0
human,soln2,331 e2 deja vu,0
human,soln2,335 b palindrome,1
human,soln2,343 b alternating current,1
human,soln2,352 e jeff and brackets,0
human,soln2,354 b game with strings,1
human,soln2,354 e lucky number representation,0
human,soln2,371 b fox dividing cheese,0
human,soln2,372 a counting kangaroos is fun,0
human,soln2,377 a maze,0
human,soln2,388 c fox and card game,0
human,soln2,388 e fox and meteor shower,0
human,soln2,39 e what has dirichlet got to do with that,0
human,soln2,401 e olympic games,0
human,soln2,409 c magnum opus,0
human,soln2,425 a sereja and swaps,0
human,soln2,443 b kolya and tandem repeat,0
human,soln2,451 d count good substrings,1
human,soln2,459 e pashmak and graph,0
human,soln2,46 c hamsters and tigers,0
human,soln2,464 d world of darkraft 2,0
human,soln2,465 c no to palindromes,0
human,soln2,474 c captain marmot,0
human,soln2,478 a initial bet,0
human,soln2,480 d parcels,0
human,soln2,489 b bersu ball,0
human,soln2,494 a treasure,0
human,soln2,500 c new year book reading,0
human,soln2,513 a game,0
human,soln2,518 e arthur and questions,1
human,soln2,521 c pluses everywhere,1
human,soln2,526 a king of thieves,1
human,soln2,529 a and yet another bracket sequence,0
human,soln2,536 c tavas and pashmaks,0
human,soln2,544 e remembering strings,0
human,soln2,548 e mike and foam,0
human,soln2,551 b zgukistringz,0
human,soln2,554 c kyoya and colored balls,0
human,soln2,560 d equivalent strings,0
human,soln2,566 c logistical questions,0
human,soln2,571 e geometric progressions,0
human,soln2,575 b bribes,0
human,soln2,580 b kefa and company,0
human,soln2,592 e bcpc,1
human,soln2,593 c beautiful function,0
human,soln2,596 e wilbur and strings,2
human,soln2,604 a uncowed forces,0
human,soln2,614 c peter and snow blower,0
human,soln2,621 d rat kwesh and cheese,0
human,soln2,624 d array gcd,0
human,soln2,633 a ebony and ivory,0
human,soln2,633 h fibonacci ish ii,0
human,soln2,638 d three dimensional turtle super computer,0
human,soln2,662 c binary table,1
human,soln2,666 b world tour,0
human,soln2,673 a bear and game,0
human,soln2,680 d bear and tower of cubes,0
human,soln2,685 d kay and eternity,0
human,soln2,687 a np hard problem,0
human,soln2,691 d swaps in permutation,0
human,soln2,698 d limak and shooting points,0
human,soln2,699 f limak and shooting points,0
human,soln2,7 b memory manager,1
human,soln2,703 c chris and road,0
human,soln2,719 e sasha and array,0
human,soln2,724 f uniformly branched trees,0
human,soln2,725 c hidden word,0
human,soln2,73 f plane of tanks,0
human,soln2,730 g car repair shop,0
human,soln2,740 b alyona and flowers,0
human,soln2,741 e arpa s abnormal dna and mehrdad s deep interest,1
human,soln2,746 f music in car,0
human,soln2,747 c servers,0
human,soln2,750 f new year and finding roots,0
human,soln2,754 b ilya and tic tac toe game,0
human,soln2,754 e dasha and cyclic table,2
human,soln2,757 d felicity s big secret revealed,1
human,soln2,76 b mice,0
human,soln2,76 f tourist,0
human,soln2,760 f bacterial melee,1
human,soln2,763 d timofey and a flat tree,0
human,soln2,774 k stepan and vowels,0
human,soln2,779 a pupils redistribution,0
human,soln2,784 b kids riddle,0
human,soln2,794 c naming company,1
human,soln2,799 d field expansion,0
human,soln2,80 c heroes,0
human,soln2,815 b karen and test,0
human,soln2,819 d mister b and astronomers,0
human,soln2,83 c track,1
human,soln2,833 c ever hungry krakozyabra,0
human,soln2,840 b leha and another game about graph,0
human,soln2,846 e chemistry in berland,0
human,soln2,848 c goodbye souvenir,0
human,soln2,853 d michael and charging stations,0
human,soln2,855 d rowena ravenclaw s diadem,0
human,soln2,860 c tests renumeration,0
human,soln2,87 b vasya and types,0
human,soln2,875 d high cry,0
human,soln2,886 d restoration of string,0
human,soln2,89 c chip play,0
human,soln2,891 d sloth,0
human,soln2,893 a chess for three,0
human,soln2,901 d weighting a tree,0
human,soln2,909 d colorful points,0
human,soln2,914 f substrings in a string,2
human,soln2,915 a garden,0
human,soln2,920 e connected components,0
human,soln2,931 e game with string,0
human,soln2,940 a points on the line,0
human,soln2,949 c data center maintenance,0
human,soln2,954 f runner s problem,0
human,soln2,958 f3 lightsabers hard,0
human,soln2,961 f k substrings,1
human,soln2,962 f simple cycles edges,0
human,soln2,963 b destruction of a tree,0
human,soln2,97 b superset,0
human,soln2,977 b two gram,0
human,soln2,980 e the number games,0
human,soln2,989 e a trance of nightfall,0
human,soln2,99 b help chef gerasim,0
human,soln2,990 b micro world,0
human,soln2,p00054 sum of nth decimal places,0
human,soln2,p00224 bicycle diet,0
human,soln2,p00260 cats going straight,0
human,soln2,p00313 secret investigation,0
human,soln2,p00320 cuboid,0
human,soln2,p00340 rectangle,0
human,soln2,p00386 gathering,0
human,soln2,p00395 maze and items,0
human,soln2,p00451 common sub string,0
human,soln2,p00493 zig zag numbers,1
human,soln2,p00573 commuter pass,0
human,soln2,p00669 k cards,0
human,soln2,p00698 missing numbers,0
human,soln2,p00720 earth observation with a mobile robot team,0
human,soln2,p00748 pollock s conjecture,0
human,soln2,p00786 but we need a diagram,0
human,soln2,p00812 equals are equals,0
human,soln2,p00819 unreliable message,0
human,soln2,p00822 weather forecast,0
human,soln2,p00839 organize your train,0
human,soln2,p00860 the morning after halloween,0
human,soln2,p00878 origami through hole,0
human,soln2,p00886 towns along a highway,0
human,soln2,p00918 dragon s cruller,0
human,soln2,p00950 infallibly crack perplexing cryptarithm,0
human,soln2,p00953 animal companion in maze,0
human,soln2,p00971 shortest common non subsequence,1
human,soln2,p01009 room of time and spirit,0
human,soln2,p01051 squid ink,0
human,soln2,p01083 redblue,0
human,soln2,p01141 lifeguard in the pool,0
human,soln2,p01210 speed,2
human,soln2,p01219 private teacher,0
human,soln2,p01222 walk under a scorching sun,0
human,soln2,p01240 oil company,0
human,soln2,p01262 adaptive time slicing quantization,0
human,soln2,p01289 strange couple,0
human,soln2,p01320 magical island 2,0
human,soln2,p01346 ropeway,0
human,soln2,p01353 rabbit plays games,0
human,soln2,p01402 anipero,2
human,soln2,p01422 beautiful currency,0
human,soln2,p01458 kth sentence,1
human,soln2,p01484 icy composer,2
human,soln2,p01488 transfertrain,0
human,soln2,p01535 markup language has declined,1
human,soln2,p01538 kakezan,0
human,soln2,p01576 exciting bicycle,0
human,soln2,p01609 one,0
human,soln2,p01691 disappear drive,0
human,soln2,p01738 gravity point,1
human,soln2,p01756 longest match,0
human,soln2,p01838 optimal tournament,0
human,soln2,p01856 typhoon,0
human,soln2,p01878 destiny draw,0
human,soln2,p01896 folding paper,0
human,soln2,p01963 separate string,2
human,soln2,p01974 pigeonhole principle,0
human,soln2,p02014 rough sorting,0
human,soln2,p02033 arrow,0
human,soln2,p02069 universal and existential quantifiers,0
human,soln2,p02074 n by m grid calculation,0
human,soln2,p02117 picnic,0
human,soln2,p02120 cluster network,0
human,soln2,p02211 apple adventure,0
human,soln2,p02250 multiple string matching,0
human,soln2,p02257 prime numbers,0
human,soln2,p02260 selection sort,0
human,soln2,p02278 minimum cost sort,0
human,soln2,p02298 is convex,0
human,soln2,p02319 0 1 knapsack problem ii,0
human,soln2,p02327 largest rectangle,0
human,soln2,p02365 minimum cost arborescence,0
human,soln2,p02369 cycle detection for a directed graph,0
human,soln2,p02398 how many divisors,0
human,soln2,p02408 finding missing cards,0
human,soln2,p02472 addition of big integers,0
human,soln2,p02539 acl beginner contest heights and pairs,0
human,soln2,p02574 atcoder beginner contest 177 coprime,0
human,soln2,p02578 atcoder beginner contest 176 step,0
human,soln2,p02668 nomura programming competition 2020 sorting game,0
human,soln2,p02670 atcoder grand contest 044 joker,0
human,soln2,p02679 atcoder beginner contest 168 bullet,0
human,soln2,p02741 panasonic programming contest 2020 kth term,0
human,soln2,p02744 panasonic programming contest 2020 string equivalence,0
human,soln2,p02799 keyence programming contest 2020 bichromization,0
human,soln2,p02943 atcoder grand contest 037 reversing and concatenating,0
human,soln2,p03052 diverta 2019 programming contest edge ordering,0
human,soln2,p03069 tenka1 programmer beginner contest 2019 stones,1
human,soln2,p03107 atcoder beginner contest 120 unification,0
human,soln2,p03143 nikkei programming contest 2019 weights on vertices and edges,0
human,soln2,p03258 atcoder grand contest 027 abbreviate,1
human,soln2,p03361 atcoder beginner contest 096 grid repainting 2,0
human,soln2,p03443 atcoder petrozavodsk contest 001 colorful doors,0
human,soln2,p03455 atcoder beginner contest 086 product,0
human,soln2,p03474 atcoder beginner contest 084 postal code,1
human,soln2,p03519 code festival 2017 elimination tournament round 1 parallel paired parentheses,0
human,soln2,p03521 code festival 2017 exhibition parallel awkward,0
human,soln2,p03570 code festival 2017 qual c yet another palindrome partitioning,1
human,soln2,p03603 atcoder regular contest 083 bichrome tree,0
human,soln2,p03684 atcoder regular contest 076 built,0
human,soln2,p03686 atcoder regular contest 076 exhausted,0
human,soln2,p03725 atcoder grand contest 014 closed rooms,1
human,soln2,p03794 mujin programming challenge 2017 oriented tree,0
human,soln2,p03837 atcoder beginner contest 051 candidates of no shortest paths,0
human,soln2,p03839 atcoder grand contest 008 contiguous repainting,0
human,soln2,p03932 square869120contest 3 souvenirs,0
llama,gen_1,10 b cinema cashier,0
llama,gen_1,1003 d coins and queries,0
llama,gen_1,1011 a stages,0
llama,gen_1,1012 b chemical table,0
llama,gen_1,1012 e cycle sort,0
llama,gen_1,1027 e inverse coloring,0
llama,gen_1,1030 e vasya and good sequences,0
llama,gen_1,1037 e trips,0
llama,gen_1,1045 d interstellar battle,0
llama,gen_1,1045 f shady lady,0
llama,gen_1,1053 c putting boxes together,0
llama,gen_1,1070 c cloud computing,0
llama,gen_1,1075 d intersecting subtrees,0
llama,gen_1,1084 c the fair nut and string,0
llama,gen_1,1091 g new year and the factorisation collaboration,0
llama,gen_1,1100 d dasha and chess,0
llama,gen_1,1107 d compression,0
llama,gen_1,1110 e magic stones,0
llama,gen_1,1117 f crisp string,1
llama,gen_1,1118 c palindromic matrix,0
llama,gen_1,1139 e maximize mex,0
llama,gen_1,1140 b good string,0
llama,gen_1,1144 b parity alternated deletions,0
llama,gen_1,1148 c crazy diamond,0
llama,gen_1,1149 b three religions,1
llama,gen_1,1149 e election promises,0
llama,gen_1,1157 e minimum array,0
llama,gen_1,1158 f density of subarrays,0
llama,gen_1,1165 a remainder,0
llama,gen_1,1176 f destroy it,0
llama,gen_1,1179 e alesya and discrete math,0
llama,gen_1,1180 e serge and dining room,0
llama,gen_1,1184 b3 the doctor meets vader hard,0
llama,gen_1,1187 g gang up,0
llama,gen_1,1198 a mp3,0
llama,gen_1,1199 e matching vs independent set,0
llama,gen_1,1208 a xorinacci,0
llama,gen_1,1208 d restore permutation,0
llama,gen_1,1216 d swords,0
llama,gen_1,1219 h function composition,0
llama,gen_1,1238 d ab string,0
llama,gen_1,1239 e turtle,0
llama,gen_1,124 d squares,0
llama,gen_1,1253 f cheap robot,0
llama,gen_1,1256 c platforms jumping,0
llama,gen_1,1257 g divisor set,0
llama,gen_1,1267 l lexicography,0
llama,gen_1,1269 e k integers,0
llama,gen_1,1271 c shawarma tent,0
llama,gen_1,1290 a mind control,0
llama,gen_1,1291 e prefix enlightenment,0
llama,gen_1,1294 d mex maximizing,0
llama,gen_1,1305 b kuroni and simple strings,0
llama,gen_1,1328 f make k equal,0
llama,gen_1,1329 d dreamoon likes strings,1
llama,gen_1,1332 g no monotone triples,0
llama,gen_1,1336 f journey,0
llama,gen_1,1348 f phoenix and memory,0
llama,gen_1,1379 f1 chess strikes back easy version,0
llama,gen_1,1382 a common subsequence,0
llama,gen_1,1384 d gamegame,0
llama,gen_1,1384 f rearrange,0
llama,gen_1,1386 a colors,0
llama,gen_1,139 d digits permutations,0
llama,gen_1,1398 a bad triangle,0
llama,gen_1,1406 a subset mex,0
llama,gen_1,1406 c link cut centroids,0
llama,gen_1,141 c queue,0
llama,gen_1,1413 f roads and ramen,0
llama,gen_1,1416 d graph and queries,0
llama,gen_1,1420 d rescue nibel,0
llama,gen_1,1421 b putting bricks in the wall,0
llama,gen_1,1427 b chess cheater,0
llama,gen_1,1427 d unshuffling a deck,0
llama,gen_1,1428 d bouncing boomerangs,0
llama,gen_1,143 a help vasilisa the wise 2,0
llama,gen_1,1446 d2 frequency problem hard version,0
llama,gen_1,1450 b balls of steel,0
llama,gen_1,1450 d rating compression,0
llama,gen_1,1463 b find the array,0
llama,gen_1,1466 f euclid s nightmare,0
llama,gen_1,1468 j road reform,0
llama,gen_1,1470 e strange permutation,0
llama,gen_1,1473 g tiles,0
llama,gen_1,1475 d cleaning the phone,0
llama,gen_1,1497 d genius,0
llama,gen_1,151 c win or freeze,0
llama,gen_1,1511 f chainword,0
llama,gen_1,1512 g short task,0
llama,gen_1,1515 i phoenix and diamonds,0
llama,gen_1,1523 b lord of the values,0
llama,gen_1,1540 c1 converging array easy version,0
llama,gen_1,1547 c pair programming,0
llama,gen_1,161 b discounts,0
llama,gen_1,166 a rank list,0
llama,gen_1,177 c1 party,0
llama,gen_1,180 d name,0
llama,gen_1,198 b jumping on walls,0
llama,gen_1,198 d cube snake,0
llama,gen_1,203 e transportation,0
llama,gen_1,207 d9 the beaver s problem 3,0
llama,gen_1,228 d zigzag,0
llama,gen_1,229 c triangles,0
llama,gen_1,235 d graph game,0
llama,gen_1,242 c king s path,0
llama,gen_1,270 b multithreading,0
llama,gen_1,272 b dima and sequence,0
llama,gen_1,277 c game,0
llama,gen_1,278 b new problem,0
llama,gen_1,283 d cows and cool sequences,0
llama,gen_1,29 e quarrel,0
llama,gen_1,294 a shaass and oskols,0
llama,gen_1,305 a strange addition,0
llama,gen_1,312 d cats transport,0
llama,gen_1,317 d game with powers,0
llama,gen_1,325 d reclamation,0
llama,gen_1,331 d2 escaping on beaveractor,0
llama,gen_1,331 e2 deja vu,0
llama,gen_1,335 b palindrome,0
llama,gen_1,341 d iahub and xors,0
llama,gen_1,348 e pilgrims,0
llama,gen_1,352 e jeff and brackets,0
llama,gen_1,354 b game with strings,0
llama,gen_1,364 d ghd,0
llama,gen_1,38 c blinds,0
llama,gen_1,42 a guilty to the kitchen,0
llama,gen_1,421 d bug in code,0
llama,gen_1,433 a kitahara haruki s gift,0
llama,gen_1,436 b om nom and spiders,1
llama,gen_1,436 d pudding monsters,0
llama,gen_1,438 a the child and toy,0
llama,gen_1,455 c civilization,0
llama,gen_1,459 e pashmak and graph,0
llama,gen_1,46 c hamsters and tigers,0
llama,gen_1,465 c no to palindromes,0
llama,gen_1,480 b long jumps,0
llama,gen_1,480 d parcels,0
llama,gen_1,494 d birthday,0
llama,gen_1,5 a chat server s outgoing traffic,0
llama,gen_1,500 c new year book reading,0
llama,gen_1,505 d mr kitayuta s technology,0
llama,gen_1,536 c tavas and pashmaks,0
llama,gen_1,538 b quasi binary,0
llama,gen_1,544 e remembering strings,0
llama,gen_1,548 e mike and foam,0
llama,gen_1,551 b zgukistringz,0
llama,gen_1,554 e love triangles,0
llama,gen_1,566 c logistical questions,0
llama,gen_1,571 e geometric progressions,0
llama,gen_1,575 b bribes,0
llama,gen_1,580 d kefa and dishes,0
llama,gen_1,592 e bcpc,0
llama,gen_1,596 e wilbur and strings,0
llama,gen_1,602 a two bases,0
llama,gen_1,604 a uncowed forces,0
llama,gen_1,609 b the best gift,0
llama,gen_1,614 c peter and snow blower,0
llama,gen_1,621 d rat kwesh and cheese,0
llama,gen_1,634 c factory repairs,0
llama,gen_1,638 d three dimensional turtle super computer,0
llama,gen_1,643 b bear and two paths,0
llama,gen_1,666 b world tour,0
llama,gen_1,673 a bear and game,0
llama,gen_1,673 c bear and colors,0
llama,gen_1,687 a np hard problem,0
llama,gen_1,698 b fix a tree,0
llama,gen_1,698 d limak and shooting points,0
llama,gen_1,7 b memory manager,0
llama,gen_1,70 c lucky tickets,0
llama,gen_1,708 c centroids,0
