file,model,gen,batch,problem_key,total_diagnostics,warnings,errors,notes,bugprone,performance,modernize,readability,cppcoreguidelines,cert,analyzer,compiler_warning,misc,hicpp,other
qwen/gen_2/00000_2/0098_1361_E._James_and_the_Chase,qwen,gen_2,00000_2,1361_E._James_and_the_Chase,8,8,0,0,0,0,8,0,0,0,0,0,0,0,0
qwen/gen_2/00000_2/0041_634_C._Factory_Repairs,qwen,gen_2,00000_2,634_C._Factory_Repairs,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
qwen/gen_2/00000_2/0222_914_F._Substrings_in_a_String,qwen,gen_2,00000_2,914_F._Substrings_in_a_String,13,13,0,0,8,0,4,0,0,0,1,0,0,0,0
qwen/gen_2/00000_2/0193_209_B._Pixels,qwen,gen_2,00000_2,209_B._Pixels,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
qwen/gen_2/00000_2/0225_990_B._Micro-World,qwen,gen_2,00000_2,990_B._Micro-World,3,3,0,0,1,0,2,0,0,0,0,0,0,0,0
qwen/gen_2/00000_2/0058_p02744_Panasonic_Programming_Contest_2020_-_String_Equivalence,qwen,gen_2,00000_2,p02744_Panasonic_Programming_Contest_2020_-_String_Equivalence,3,3,0,0,1,1,1,0,0,0,0,0,0,0,0
qwen/gen_2/00000_2/0050_846_E._Chemistry_in_Berland,qwen,gen_2,00000_2,846_E._Chemistry_in_Berland,4,4,0,0,1,0,3,0,0,0,0,0,0,0,0
qwen/gen_2/00000_2/0021_1513_C._Add_One,qwen,gen_2,00000_2,1513_C._Add_One,6,6,0,0,2,0,4,0,0,0,0,0,0,0,0
qwen/gen_2/00000_2/0231_p03294_AtCoder_Beginner_Contest_103_-_Modulo_Summation,qwen,gen_2,00000_2,p03294_AtCoder_Beginner_Contest_103_-_Modulo_Summation,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
qwen/gen_2/00000_2/0138_920_E._Connected_Components_,qwen,gen_2,00000_2,920_E._Connected_Components_,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0
qwen/gen_2/00000_2/0078_p01694_Step_Aerobics,qwen,gen_2,00000_2,p01694_Step_Aerobics,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
qwen/gen_2/00000_2/0119_478_A._Initial_Bet,qwen,gen_2,00000_2,478_A._Initial_Bet,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
qwen/gen_2/00000_2/0275_1506_F._Triangular_Paths,qwen,gen_2,00000_2,1506_F._Triangular_Paths,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
qwen/gen_2/00000_2/0007_1189_D1._Add_on_a_Tree,qwen,gen_2,00000_2,1189_D1._Add_on_a_Tree,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
qwen/gen_2/00000_2/0186_1397_C._Multiples_of_Length,qwen,gen_2,00000_2,1397_C._Multiples_of_Length,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0
qwen/gen_2/00000_2/0261_1184_B3._The_Doctor_Meets_Vader__Hard_,qwen,gen_2,00000_2,1184_B3._The_Doctor_Meets_Vader__Hard_,9,9,0,0,0,0,9,0,0,0,0,0,0,0,0
qwen/gen_2/00000_2/0170_1037_B._Reach_Median,qwen,gen_2,00000_2,1037_B._Reach_Median,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
qwen/gen_2/00000_2/0159_p01123_Let_s_Move_Tiles_,qwen,gen_2,00000_2,p01123_Let_s_Move_Tiles_,4,4,0,0,2,0,2,0,0,0,0,0,0,0,0
qwen/gen_2/00000_2/0005_1129_D._Isolation,qwen,gen_2,00000_2,1129_D._Isolation,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
qwen/gen_2/00000_2/0244_p01219_Private_Teacher,qwen,gen_2,00000_2,p01219_Private_Teacher,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0
qwen/gen_2/00000_2/0059_p02879_AtCoder_Beginner_Contest_144_-_9x9,qwen,gen_2,00000_2,p02879_AtCoder_Beginner_Contest_144_-_9x9,3,3,0,0,0,2,1,0,0,0,0,0,0,0,0
qwen/gen_2/00000_2/0052_893_D._Credit_Card,qwen,gen_2,00000_2,893_D._Credit_Card,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
qwen/gen_2/00000_2/0165_p02014_Rough_Sorting,qwen,gen_2,00000_2,p02014_Rough_Sorting,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
qwen/gen_2/00000_2/0004_1101_A._Minimum_Integer,qwen,gen_2,00000_2,1101_A._Minimum_Integer,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
qwen/gen_2/00000_2/0053_915_A._Garden,qwen,gen_2,00000_2,915_A._Garden,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
qwen/gen_2/00000_2/0028_309_B._Context_Advertising,qwen,gen_2,00000_2,309_B._Context_Advertising,5,5,0,0,3,0,2,0,0,0,0,0,0,0,0
qwen/gen_2/00000_2/0150_p03819_AtCoder_Regular_Contest_068_-_Snuke_Line,qwen,gen_2,00000_2,p03819_AtCoder_Regular_Contest_068_-_Snuke_Line,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
qwen/gen_2/00000_2/0011_1291_E._Prefix_Enlightenment,qwen,gen_2,00000_2,1291_E._Prefix_Enlightenment,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
qwen/gen_2/00000_2/0118_455_C._Civilization,qwen,gen_2,00000_2,455_C._Civilization,15,8,7,0,1,0,6,0,0,0,0,8,0,0,0
qwen/gen_2/00000_2/0164_p01878_Destiny_Draw,qwen,gen_2,00000_2,p01878_Destiny_Draw,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
qwen/gen_2/00000_2/0108_219_A._k-String,qwen,gen_2,00000_2,219_A._k-String,4,4,0,0,2,0,1,0,0,0,1,0,0,0,0
qwen/gen_2/00000_2/0023_168_A._Wizards_and_Demonstration,qwen,gen_2,00000_2,168_A._Wizards_and_Demonstration,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
qwen/gen_2/00000_2/0090_1155_A._Reverse_a_Substring,qwen,gen_2,00000_2,1155_A._Reverse_a_Substring,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
qwen/gen_2/00000_2/0080_p01974_Pigeonhole_principle,qwen,gen_2,00000_2,p01974_Pigeonhole_principle,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
qwen/gen_2/00000_2/0107_195_A._Let_s_Watch_Football,qwen,gen_2,00000_2,195_A._Let_s_Watch_Football,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
qwen/gen_2/00000_2/0141_996_F._Game,qwen,gen_2,00000_2,996_F._Game,8,8,0,0,2,0,6,0,0,0,0,0,0,0,0
qwen/gen_2/00000_2/0238_p00320_Cuboid,qwen,gen_2,00000_2,p00320_Cuboid,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0286_733_C._Epidemic_in_Monstropolis,qwen,gen_2,00001_2,733_C._Epidemic_in_Monstropolis,14,5,9,0,0,2,3,0,0,0,0,9,0,0,0
qwen/gen_2/00001_2/0029_814_C._An_impassioned_circulation_of_affection,qwen,gen_2,00001_2,814_C._An_impassioned_circulation_of_affection,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0109_699_F._Limak_and_Shooting_Points,qwen,gen_2,00001_2,699_F._Limak_and_Shooting_Points,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0068_1110_E._Magic_Stones,qwen,gen_2,00001_2,1110_E._Magic_Stones,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0057_p01484_Icy_Composer,qwen,gen_2,00001_2,p01484_Icy_Composer,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0207_936_A._Save_Energy_,qwen,gen_2,00001_2,936_A._Save_Energy_,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0209_989_E._A_Trance_of_Nightfall,qwen,gen_2,00001_2,989_E._A_Trance_of_Nightfall,9,8,1,0,1,0,7,0,0,0,0,1,0,0,0
qwen/gen_2/00001_2/0271_381_A._Sereja_and_Dima,qwen,gen_2,00001_2,381_A._Sereja_and_Dima,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0135_p00232_Life_Game,qwen,gen_2,00001_2,p00232_Life_Game,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0006_277_C._Game,qwen,gen_2,00001_2,277_C._Game,3,3,0,0,2,0,1,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0137_p00610_Cleaning_Robot_2,qwen,gen_2,00001_2,p00610_Cleaning_Robot_2,4,4,0,0,1,0,3,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0146_p01904_Minimum_Enclosing_Rectangle,qwen,gen_2,00001_2,p01904_Minimum_Enclosing_Rectangle,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0211_p02734_AtCoder_Beginner_Contest_159_-_Knapsack_for_All_Segments,qwen,gen_2,00001_2,p02734_AtCoder_Beginner_Contest_159_-_Knapsack_for_All_Segments,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0136_p00395_Maze_and_Items,qwen,gen_2,00001_2,p00395_Maze_and_Items,14,12,2,0,1,0,11,0,0,0,0,2,0,0,0
qwen/gen_2/00001_2/0112_765_D._Artsem_and_Saunders,qwen,gen_2,00001_2,765_D._Artsem_and_Saunders,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0113_789_A._Anastasia_and_pebbles,qwen,gen_2,00001_2,789_A._Anastasia_and_pebbles,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0133_p04015_AtCoder_Regular_Contest_060_-_Tak_and_Cards,qwen,gen_2,00001_2,p04015_AtCoder_Regular_Contest_060_-_Tak_and_Cards,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0225_p00812_Equals_are_Equals,qwen,gen_2,00001_2,p00812_Equals_are_Equals,10,9,1,0,0,3,6,0,0,0,0,1,0,0,0
qwen/gen_2/00001_2/0148_p02185_Many_Decimal_Integers,qwen,gen_2,00001_2,p02185_Many_Decimal_Integers,3,3,0,0,1,0,2,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0021_630_A._Again_Twenty_Five_,qwen,gen_2,00001_2,630_A._Again_Twenty_Five_,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0120_954_F._Runner_s_Problem,qwen,gen_2,00001_2,954_F._Runner_s_Problem,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0218_p03762_AtCoder_Beginner_Contest_058_-____,qwen,gen_2,00001_2,p03762_AtCoder_Beginner_Contest_058_-____,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0143_p01458_Kth_Sentence,qwen,gen_2,00001_2,p01458_Kth_Sentence,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0214_p03143_NIKKEI_Programming_Contest_2019_-_Weights_on_Vertices_and_Edges,qwen,gen_2,00001_2,p03143_NIKKEI_Programming_Contest_2019_-_Weights_on_Vertices_and_Edges,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0178_207_D9._The_Beaver_s_Problem_-_3,qwen,gen_2,00001_2,207_D9._The_Beaver_s_Problem_-_3,6,3,3,0,0,2,1,0,0,0,0,3,0,0,0
qwen/gen_2/00001_2/0195_613_A._Peter_and_Snow_Blower,qwen,gen_2,00001_2,613_A._Peter_and_Snow_Blower,9,9,0,0,2,1,6,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0261_1543_B._Customising_the_Track,qwen,gen_2,00001_2,1543_B._Customising_the_Track,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0183_331_A2._Oh_Sweet_Beaverette,qwen,gen_2,00001_2,331_A2._Oh_Sweet_Beaverette,3,3,0,0,1,0,2,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0116_855_D._Rowena_Ravenclaw_s_Diadem,qwen,gen_2,00001_2,855_D._Rowena_Ravenclaw_s_Diadem,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0172_1463_B._Find_The_Array,qwen,gen_2,00001_2,1463_B._Find_The_Array,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0170_141_C._Queue,qwen,gen_2,00001_2,141_C._Queue,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0016_512_B._Fox_And_Jumping,qwen,gen_2,00001_2,512_B._Fox_And_Jumping,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0274_451_D._Count_Good_Substrings,qwen,gen_2,00001_2,451_D._Count_Good_Substrings,3,3,0,0,2,0,1,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0237_1016_C._Vasya_And_The_Mushrooms,qwen,gen_2,00001_2,1016_C._Vasya_And_The_Mushrooms,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0070_1158_F._Density_of_subarrays,qwen,gen_2,00001_2,1158_F._Density_of_subarrays,6,5,1,0,3,0,2,0,0,0,0,1,0,0,0
qwen/gen_2/00001_2/0139_p00886_Towns_along_a_Highway,qwen,gen_2,00001_2,p00886_Towns_along_a_Highway,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0188_448_B._Suffix_Structures,qwen,gen_2,00001_2,448_B._Suffix_Structures,5,5,0,0,2,0,3,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0000_152_E._Garden,qwen,gen_2,00001_2,152_E._Garden,30,16,14,0,0,2,13,0,0,0,0,15,0,0,0
qwen/gen_2/00001_2/0212_p02868_NIKKEI_Programming_Contest_2019-2_-_Shortest_Path_on_a_Line,qwen,gen_2,00001_2,p02868_NIKKEI_Programming_Contest_2019-2_-_Shortest_Path_on_a_Line,9,9,0,0,1,0,8,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0180_259_B._Little_Elephant_and_Magic_Square,qwen,gen_2,00001_2,259_B._Little_Elephant_and_Magic_Square,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0028_793_F._Julia_the_snail,qwen,gen_2,00001_2,793_F._Julia_the_snail,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0246_120_C._Winnie-the-Pooh_and_honey,qwen,gen_2,00001_2,120_C._Winnie-the-Pooh_and_honey,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0199_750_F._New_Year_and_Finding_Roots,qwen,gen_2,00001_2,750_F._New_Year_and_Finding_Roots,6,6,0,0,0,2,4,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0215_p03287_AtCoder_Beginner_Contest_105_-_Candy_Distribution,qwen,gen_2,00001_2,p03287_AtCoder_Beginner_Contest_105_-_Candy_Distribution,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0072_1199_E._Matching_vs_Independent_Set,qwen,gen_2,00001_2,1199_E._Matching_vs_Independent_Set,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0129_p03371_AtCoder_Beginner_Contest_095_-_Half_and_Half,qwen,gen_2,00001_2,p03371_AtCoder_Beginner_Contest_095_-_Half_and_Half,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0056_p01316_Differential_Pulse_Code_Modulation,qwen,gen_2,00001_2,p01316_Differential_Pulse_Code_Modulation,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0061_p02069_Universal_and_Existential_Quantifiers,qwen,gen_2,00001_2,p02069_Universal_and_Existential_Quantifiers,3,3,0,0,1,0,2,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0176_166_A._Rank_List,qwen,gen_2,00001_2,166_A._Rank_List,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0154_1080_C._Masha_and_two_friends,qwen,gen_2,00001_2,1080_C._Masha_and_two_friends,9,9,0,0,0,0,4,0,0,0,5,0,0,0,0
qwen/gen_2/00001_2/0050_p00447_Searching_Constellation,qwen,gen_2,00001_2,p00447_Searching_Constellation,4,4,0,0,2,1,1,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0151_1011_A._Stages,qwen,gen_2,00001_2,1011_A._Stages,3,3,0,0,0,2,1,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0263_191_A._Dynasty_Puzzles,qwen,gen_2,00001_2,191_A._Dynasty_Puzzles,5,5,0,0,4,0,1,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0096_366_D._Dima_and_Trap_Graph,qwen,gen_2,00001_2,366_D._Dima_and_Trap_Graph,8,8,0,0,1,2,5,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0114_80_C._Heroes,qwen,gen_2,00001_2,80_C._Heroes,8,8,0,0,2,0,6,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0034_931_A._Friends_Meeting,qwen,gen_2,00001_2,931_A._Friends_Meeting,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0174_1511_F._Chainword,qwen,gen_2,00001_2,1511_F._Chainword,11,6,5,0,1,0,5,0,0,0,0,5,0,0,0
qwen/gen_2/00001_2/0265_239_A._Two_Bags_of_Potatoes,qwen,gen_2,00001_2,239_A._Two_Bags_of_Potatoes,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0125_p02807_Dwango_Programming_Contest_6th_-_Fusing_Slimes,qwen,gen_2,00001_2,p02807_Dwango_Programming_Contest_6th_-_Fusing_Slimes,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0053_p00914_Equal_Sum_Sets,qwen,gen_2,00001_2,p00914_Equal_Sum_Sets,3,3,0,0,0,1,2,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0121_980_E._The_Number_Games,qwen,gen_2,00001_2,980_E._The_Number_Games,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0097_38_C._Blinds,qwen,gen_2,00001_2,38_C._Blinds,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0240_1084_C._The_Fair_Nut_and_String,qwen,gen_2,00001_2,1084_C._The_Fair_Nut_and_String,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0001_161_B._Discounts,qwen,gen_2,00001_2,161_B._Discounts,18,11,7,0,0,0,11,0,0,0,0,7,0,0,0
qwen/gen_2/00001_2/0173_148_B._Escape,qwen,gen_2,00001_2,148_B._Escape,3,3,0,0,2,0,1,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0074_1239_E._Turtle,qwen,gen_2,00001_2,1239_E._Turtle,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0003_203_E._Transportation,qwen,gen_2,00001_2,203_E._Transportation,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0198_708_C._Centroids,qwen,gen_2,00001_2,708_C._Centroids,12,12,0,0,5,0,7,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0186_399_C._Cards,qwen,gen_2,00001_2,399_C._Cards,3,3,0,0,2,0,1,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0111_741_E._Arpa_s_abnormal_DNA_and_Mehrdad_s_deep_interest,qwen,gen_2,00001_2,741_E._Arpa_s_abnormal_DNA_and_Mehrdad_s_deep_interest,5,5,0,0,2,0,3,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0059_p01797_Kimagure_Cleaner,qwen,gen_2,00001_2,p01797_Kimagure_Cleaner,4,4,0,0,0,3,1,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0048_p00127_Pocket_Pager_Input,qwen,gen_2,00001_2,p00127_Pocket_Pager_Input,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0278_548_E._Mike_and_Foam,qwen,gen_2,00001_2,548_E._Mike_and_Foam,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0191_516_C._Drazil_and_Park,qwen,gen_2,00001_2,516_C._Drazil_and_Park,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0085_1475_D._Cleaning_the_Phone,qwen,gen_2,00001_2,1475_D._Cleaning_the_Phone,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0150_p02472_Addition_of_Big_Integers,qwen,gen_2,00001_2,p02472_Addition_of_Big_Integers,16,8,8,0,5,1,2,0,0,0,0,8,0,0,0
qwen/gen_2/00001_2/0241_1103_E._Radix_sum,qwen,gen_2,00001_2,1103_E._Radix_sum,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0164_1290_A._Mind_Control,qwen,gen_2,00001_2,1290_A._Mind_Control,8,8,0,0,0,0,7,0,0,0,0,1,0,0,0
qwen/gen_2/00001_2/0190_492_D._Vanya_and_Computer_Game,qwen,gen_2,00001_2,492_D._Vanya_and_Computer_Game,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0119_925_E._May_Holidays,qwen,gen_2,00001_2,925_E._May_Holidays,4,4,0,0,1,0,3,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0140_p01017_Yu-kun_Likes_Rectangles,qwen,gen_2,00001_2,p01017_Yu-kun_Likes_Rectangles,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0257_1443_A._Kids_Seating,qwen,gen_2,00001_2,1443_A._Kids_Seating,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0044_p03570_CODE_FESTIVAL_2017_qual_C_-_Yet_Another_Palindrome_Partitioning,qwen,gen_2,00001_2,p03570_CODE_FESTIVAL_2017_qual_C_-_Yet_Another_Palindrome_Partitioning,4,4,0,0,0,1,3,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0262_171_C._A_Piece_of_Cake,qwen,gen_2,00001_2,171_C._A_Piece_of_Cake,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0123_p02548_AtCoder_Beginner_Contest_179_-_A_x_B___C,qwen,gen_2,00001_2,p02548_AtCoder_Beginner_Contest_179_-_A_x_B___C,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0260_1515_I._Phoenix_and_Diamonds,qwen,gen_2,00001_2,1515_I._Phoenix_and_Diamonds,12,3,9,0,0,0,3,0,0,0,0,9,0,0,0
qwen/gen_2/00001_2/0078_1325_B._CopyCopyCopyCopyCopy,qwen,gen_2,00001_2,1325_B._CopyCopyCopyCopyCopy,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0182_305_A._Strange_Addition,qwen,gen_2,00001_2,305_A._Strange_Addition,4,4,0,0,0,2,2,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0104_582_A._GCD_Table,qwen,gen_2,00001_2,582_A._GCD_Table,3,3,0,0,1,0,2,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0081_1386_A._Colors,qwen,gen_2,00001_2,1386_A._Colors,4,4,0,0,0,3,1,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0008_323_C._Two_permutations,qwen,gen_2,00001_2,323_C._Two_permutations,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0269_335_B._Palindrome,qwen,gen_2,00001_2,335_B._Palindrome,4,4,0,0,3,0,1,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0287_757_D._Felicity_s_Big_Secret_Revealed,qwen,gen_2,00001_2,757_D._Felicity_s_Big_Secret_Revealed,6,6,0,0,0,0,6,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0049_p00260_Cats_Going_Straight,qwen,gen_2,00001_2,p00260_Cats_Going_Straight,10,9,1,0,3,0,6,0,0,0,0,1,0,0,0
qwen/gen_2/00001_2/0141_p01150_Eight_Princes,qwen,gen_2,00001_2,p01150_Eight_Princes,6,6,0,0,0,2,4,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0017_536_C._Tavas_and_Pashmaks,qwen,gen_2,00001_2,536_C._Tavas_and_Pashmaks,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0276_498_B._Name_That_Tune,qwen,gen_2,00001_2,498_B._Name_That_Tune,4,4,0,0,0,0,2,0,0,0,0,2,0,0,0
qwen/gen_2/00001_2/0250_1294_D._MEX_maximizing,qwen,gen_2,00001_2,1294_D._MEX_maximizing,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0010_371_B._Fox_Dividing_Cheese,qwen,gen_2,00001_2,371_B._Fox_Dividing_Cheese,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0159_1187_G._Gang_Up,qwen,gen_2,00001_2,1187_G._Gang_Up,23,11,12,0,0,0,10,0,0,0,0,13,0,0,0
qwen/gen_2/00001_2/0168_1373_B._01_Game,qwen,gen_2,00001_2,1373_B._01_Game,3,3,0,0,1,0,1,0,0,0,1,0,0,0,0
qwen/gen_2/00001_2/0067_1091_G._New_Year_and_the_Factorisation_Collaboration,qwen,gen_2,00001_2,1091_G._New_Year_and_the_Factorisation_Collaboration,8,7,1,0,1,2,4,0,0,0,0,1,0,0,0
qwen/gen_2/00001_2/0090_19_B._Checkout_Assistant,qwen,gen_2,00001_2,19_B._Checkout_Assistant,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0256_1423_H._Virus,qwen,gen_2,00001_2,1423_H._Virus,6,4,2,0,0,0,3,0,0,0,0,3,0,0,0
qwen/gen_2/00001_2/0026_746_F._Music_in_Car,qwen,gen_2,00001_2,746_F._Music_in_Car,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0089_178_A1._Educational_Game,qwen,gen_2,00001_2,178_A1._Educational_Game,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0013_442_C._Artem_and_Array_,qwen,gen_2,00001_2,442_C._Artem_and_Array_,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0091_223_C._Partial_Sums,qwen,gen_2,00001_2,223_C._Partial_Sums,3,3,0,0,0,2,1,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0065_1027_E._Inverse_Coloring,qwen,gen_2,00001_2,1027_E._Inverse_Coloring,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0098_40_B._Repaintings,qwen,gen_2,00001_2,40_B._Repaintings,3,3,0,0,2,0,1,0,0,0,0,0,0,0,0
qwen/gen_2/00001_2/0093_295_D._Greg_and_Caves,qwen,gen_2,00001_2,295_D._Greg_and_Caves,10,6,4,0,1,0,5,0,0,0,0,4,0,0,0
