sample_id,model,generation,batch,problem_key,error_id,severity,cwe,message
qwen/gen_1/00002/0220_1214_H._Tiles_Placement,qwen,gen_1,00002,1214 h tiles placement,useStlAlgorithm,style,398,Consider using std::all_of or std::none_of algorithm instead of a raw loop.
qwen/gen_1/00002/0142_1427_D._Unshuffling_a_Deck,qwen,gen_1,00002,1427 d unshuffling a deck,useStlAlgorithm,style,398,Consider using std::find_if algorithm instead of a raw loop.
qwen/gen_1/00002/0049_1305_B._Kuroni_and_Simple_Strings,qwen,gen_1,00002,1305 b kuroni and simple strings,constVariableReference,style,398,Variable 'p' can be declared as reference to const
qwen/gen_1/00002/0049_1305_B._Kuroni_and_Simple_Strings,qwen,gen_1,00002,1305 b kuroni and simple strings,unreadVariable,style,563,Variable 'remaining_close' is assigned a value that is never used.
qwen/gen_1/00002/0049_1305_B._Kuroni_and_Simple_Strings,qwen,gen_1,00002,1305 b kuroni and simple strings,unreadVariable,style,563,Variable 'remaining_close' is assigned a value that is never used.
qwen/gen_1/00002/0280_p03837_AtCoder_Beginner_Contest_051_-_Candidates_of_No_Shortest_Paths,qwen,gen_1,00002,p03837 atcoder beginner contest 051 candidates of no shortest paths,constVariableReference,style,398,Variable 'e' can be declared as reference to const
qwen/gen_1/00002/0280_p03837_AtCoder_Beginner_Contest_051_-_Candidates_of_No_Shortest_Paths,qwen,gen_1,00002,p03837 atcoder beginner contest 051 candidates of no shortest paths,constVariableReference,style,398,Variable 'e' can be declared as reference to const
qwen/gen_1/00002/0255_624_D._Array_GCD,qwen,gen_1,00002,624 d array gcd,useStlAlgorithm,style,398,Consider using std::accumulate algorithm instead of a raw loop.
qwen/gen_1/00002/0255_624_D._Array_GCD,qwen,gen_1,00002,624 d array gcd,useStlAlgorithm,style,398,Consider using std::accumulate algorithm instead of a raw loop.
qwen/gen_1/00002/0255_624_D._Array_GCD,qwen,gen_1,00002,624 d array gcd,useStlAlgorithm,style,398,Consider using std::find_if algorithm instead of a raw loop.
qwen/gen_1/00002/0097_p02838_AtCoder_Beginner_Contest_147_-_Xor_Sum_4,qwen,gen_1,00002,p02838 atcoder beginner contest 147 xor sum 4,useStlAlgorithm,style,398,Consider using std::count_if algorithm instead of a raw loop.
qwen/gen_1/00002/0089_860_C._Tests_Renumeration,qwen,gen_1,00002,860 c tests renumeration,constVariableReference,style,398,Variable 'f' can be declared as reference to const
qwen/gen_1/00002/0089_860_C._Tests_Renumeration,qwen,gen_1,00002,860 c tests renumeration,constVariableReference,style,398,Variable 'm' can be declared as reference to const
qwen/gen_1/00002/0089_860_C._Tests_Renumeration,qwen,gen_1,00002,860 c tests renumeration,useStlAlgorithm,style,398,Consider using std::count_if algorithm instead of a raw loop.
qwen/gen_1/00002/0100_p03258_AtCoder_Grand_Contest_027_-_ABBreviate,qwen,gen_1,00002,p03258 atcoder grand contest 027 abbreviate,useStlAlgorithm,style,398,Consider using std::accumulate algorithm instead of a raw loop.
qwen/gen_1/00002/0100_p03258_AtCoder_Grand_Contest_027_-_ABBreviate,qwen,gen_1,00002,p03258 atcoder grand contest 027 abbreviate,useStlAlgorithm,style,398,Consider using std::accumulate algorithm instead of a raw loop.
qwen/gen_1/00002/0100_p03258_AtCoder_Grand_Contest_027_-_ABBreviate,qwen,gen_1,00002,p03258 atcoder grand contest 027 abbreviate,unreadVariable,style,563,Variable 'n' is assigned a value that is never used.
qwen/gen_1/00002/0100_p03258_AtCoder_Grand_Contest_027_-_ABBreviate,qwen,gen_1,00002,p03258 atcoder grand contest 027 abbreviate,unreadVariable,style,563,Variable 'n' is assigned a value that is never used.
qwen/gen_1/00002/0129_1157_E._Minimum_Array,qwen,gen_1,00002,1157 e minimum array,constVariableReference,style,398,Variable 'x' can be declared as reference to const
qwen/gen_1/00002/0129_1157_E._Minimum_Array,qwen,gen_1,00002,1157 e minimum array,useStlAlgorithm,style,398,Consider using std::find_if algorithm instead of a raw loop.
qwen/gen_1/00002/0224_12_B._Correct_Solution_,qwen,gen_1,00002,12 b correct solution,useStlAlgorithm,style,398,Consider using std::find_if algorithm instead of a raw loop.
qwen/gen_1/00002/0200_p01141_Lifeguard_in_the_Pool,qwen,gen_1,00002,p01141 lifeguard in the pool,variableScope,style,398,The scope of the variable 'px' can be reduced.
qwen/gen_1/00002/0200_p01141_Lifeguard_in_the_Pool,qwen,gen_1,00002,p01141 lifeguard in the pool,variableScope,style,398,The scope of the variable 'py' can be reduced.
qwen/gen_1/00002/0139_1364_E._X-OR,qwen,gen_1,00002,1364 e x or,useStlAlgorithm,style,398,Consider using std::find_if algorithm instead of a raw loop.
qwen/gen_1/00002/0125_1068_F._Knights,qwen,gen_1,00002,1068 f knights,constVariableReference,style,398,Variable 'knight' can be declared as reference to const
qwen/gen_1/00002/0260_763_D._Timofey_and_a_flat_tree,qwen,gen_1,00002,763 d timofey and a flat tree,useStlAlgorithm,style,398,Consider using std::accumulate algorithm instead of a raw loop.
qwen/gen_1/00002/0260_763_D._Timofey_and_a_flat_tree,qwen,gen_1,00002,763 d timofey and a flat tree,unreadVariable,style,563,Variable 'shapes' is assigned a value that is never used.
qwen/gen_1/00002/0077_587_D._Duff_in_Mafia,qwen,gen_1,00002,587 d duff in mafia,variableScope,style,398,The scope of the variable 't' can be reduced.
qwen/gen_1/00002/0077_587_D._Duff_in_Mafia,qwen,gen_1,00002,587 d duff in mafia,constVariableReference,style,398,Variable 'e' can be declared as reference to const
qwen/gen_1/00002/0077_587_D._Duff_in_Mafia,qwen,gen_1,00002,587 d duff in mafia,constVariableReference,style,398,Variable 'e' can be declared as reference to const
qwen/gen_1/00002/0077_587_D._Duff_in_Mafia,qwen,gen_1,00002,587 d duff in mafia,constVariableReference,style,398,Variable 'p' can be declared as reference to const
qwen/gen_1/00002/0077_587_D._Duff_in_Mafia,qwen,gen_1,00002,587 d duff in mafia,stlFindInsert,performance,398,"Searching before insertion is not necessary. Instead of 'color_destroy[c]=t' consider using 'color_destroy.try_emplace(c, t);'."
qwen/gen_1/00002/0038_1076_B._Divisor_Subtraction,qwen,gen_1,00002,1076 b divisor subtraction,duplicateExpression,style,398,Same expression on both sides of '-='.
qwen/gen_1/00002/0195_p00386_Gathering,qwen,gen_1,00002,p00386 gathering,variableScope,style,398,The scope of the variable 'w' can be reduced.
qwen/gen_1/00002/0195_p00386_Gathering,qwen,gen_1,00002,p00386 gathering,constVariableReference,style,398,Variable 'e' can be declared as reference to const
qwen/gen_1/00002/0254_602_A._Two_Bases,qwen,gen_1,00002,602 a two bases,useStlAlgorithm,style,398,Consider using std::accumulate algorithm instead of a raw loop.
qwen/gen_1/00002/0064_278_B._New_Problem,qwen,gen_1,00002,278 b new problem,useStlAlgorithm,style,398,Consider using std::all_of or std::none_of algorithm instead of a raw loop.
qwen/gen_1/00002/0069_393_C._Blocked_Points,qwen,gen_1,00002,393 c blocked points,truncLongCastAssignment,style,197,"int result is assigned to long long variable. If the variable is long long to avoid loss of information, then you have loss of information."
qwen/gen_1/00002/0118_p01935_Protect_from_the_enemy_attack,qwen,gen_1,00002,p01935 protect from the enemy attack,duplicateAssignExpression,style,398,Same expression used in consecutive assignments of 'v' and 'c'.
qwen/gen_1/00002/0118_p01935_Protect_from_the_enemy_attack,qwen,gen_1,00002,p01935 protect from the enemy attack,constVariableReference,style,398,Variable 'e' can be declared as reference to const
qwen/gen_1/00002/0118_p01935_Protect_from_the_enemy_attack,qwen,gen_1,00002,p01935 protect from the enemy attack,constVariableReference,style,398,Variable 'e' can be declared as reference to const
qwen/gen_1/00002/0028_p01556_ConvexCut,qwen,gen_1,00002,p01556 convexcut,constParameterReference,style,398,Parameter 'points' can be declared as reference to const
qwen/gen_1/00002/0028_p01556_ConvexCut,qwen,gen_1,00002,p01556 convexcut,constParameterReference,style,398,Parameter 'points' can be declared as reference to const
qwen/gen_1/00002/0083_725_C._Hidden_Word,qwen,gen_1,00002,725 c hidden word,constVariable,style,398,Variable 'dir' can be declared as const array
qwen/gen_1/00002/0083_725_C._Hidden_Word,qwen,gen_1,00002,725 c hidden word,unreadVariable,style,563,Variable 'dx' is assigned a value that is never used.
qwen/gen_1/00002/0083_725_C._Hidden_Word,qwen,gen_1,00002,725 c hidden word,unreadVariable,style,563,Variable 'dy' is assigned a value that is never used.
qwen/gen_1/00002/0083_725_C._Hidden_Word,qwen,gen_1,00002,725 c hidden word,unreadVariable,style,563,Variable 'dx' is assigned a value that is never used.
qwen/gen_1/00002/0083_725_C._Hidden_Word,qwen,gen_1,00002,725 c hidden word,unreadVariable,style,563,Variable 'dy' is assigned a value that is never used.
qwen/gen_1/00002/0010_p02896_AtCoder_Grand_Contest_039_-_Min_Product_Sum,qwen,gen_1,00002,p02896 atcoder grand contest 039 min product sum,useStlAlgorithm,style,398,Consider using std::accumulate algorithm instead of a raw loop.
qwen/gen_1/00002/0010_p02896_AtCoder_Grand_Contest_039_-_Min_Product_Sum,qwen,gen_1,00002,p02896 atcoder grand contest 039 min product sum,useStlAlgorithm,style,398,Consider using std::accumulate algorithm instead of a raw loop.
qwen/gen_1/00002/0147_155_C._Hometask,qwen,gen_1,00002,155 c hometask,constVariableReference,style,398,Variable 'it' can be declared as reference to const
qwen/gen_1/00002/0147_155_C._Hometask,qwen,gen_1,00002,155 c hometask,useStlAlgorithm,style,398,Consider using std::accumulate algorithm instead of a raw loop.
qwen/gen_1/00002/0225_1323_D._Present,qwen,gen_1,00002,1323 d present,constVariableReference,style,398,Variable 'x' can be declared as reference to const
qwen/gen_1/00002/0225_1323_D._Present,qwen,gen_1,00002,1323 d present,useStlAlgorithm,style,398,Consider using std::accumulate algorithm instead of a raw loop.
qwen/gen_1/00002/0141_1406_C._Link_Cut_Centroids,qwen,gen_1,00002,1406 c link cut centroids,useStlAlgorithm,style,398,Consider using std::any_of algorithm instead of a raw loop.
qwen/gen_1/00002/0134_1256_E._Yet_Another_Division_Into_Teams,qwen,gen_1,00002,1256 e yet another division into teams,constVariableReference,style,398,Variable 'x' can be declared as reference to const
qwen/gen_1/00002/0075_538_B._Quasi_Binary,qwen,gen_1,00002,538 b quasi binary,useStlAlgorithm,style,398,Consider using std::accumulate algorithm instead of a raw loop.
qwen/gen_1/00002/0198_p00878_Origami_Through-Hole,qwen,gen_1,00002,p00878 origami through hole,passedByValue,performance,398,Function parameter 'l' should be passed by const reference.
qwen/gen_1/00002/0198_p00878_Origami_Through-Hole,qwen,gen_1,00002,p00878 origami through hole,passedByValue,performance,398,Function parameter 'foldLine' should be passed by const reference.
qwen/gen_1/00002/0198_p00878_Origami_Through-Hole,qwen,gen_1,00002,p00878 origami through hole,passedByValue,performance,398,Function parameter 'segment' should be passed by const reference.
qwen/gen_1/00002/0198_p00878_Origami_Through-Hole,qwen,gen_1,00002,p00878 origami through hole,constVariableReference,style,398,Variable 'segment' can be declared as reference to const
qwen/gen_1/00002/0198_p00878_Origami_Through-Hole,qwen,gen_1,00002,p00878 origami through hole,useStlAlgorithm,style,398,Consider using std::accumulate algorithm instead of a raw loop.
qwen/gen_1/00002/0198_p00878_Origami_Through-Hole,qwen,gen_1,00002,p00878 origami through hole,unreadVariable,style,563,Variable 'normal' is assigned a value that is never used.
qwen/gen_1/00002/0198_p00878_Origami_Through-Hole,qwen,gen_1,00002,p00878 origami through hole,unreadVariable,style,563,Variable 'normal' is assigned a value that is never used.
qwen/gen_1/00002/0056_1458_B._Glass_Half_Spilled,qwen,gen_1,00002,1458 b glass half spilled,constVariableReference,style,398,Variable 'x' can be declared as reference to const
qwen/gen_1/00002/0056_1458_B._Glass_Half_Spilled,qwen,gen_1,00002,1458 b glass half spilled,containerOutOfBounds,warning,398,Either the condition 'heap.size()>0' is redundant or expression 'heap.front()' causes access out of bounds.
qwen/gen_1/00002/0116_p01650_Stack_Maze,qwen,gen_1,00002,p01650 stack maze,timeout,,,Analysis timed out
qwen/gen_1/00001/0110_675_E._Trains_and_Statistic,qwen,gen_1,00001,675 e trains and statistic,useStlAlgorithm,style,398,Consider using std::accumulate algorithm instead of a raw loop.
qwen/gen_1/00001/0046_p03889_CODE_FESTIVAL_2016_Relay__Parallel__-_Mirror_String,qwen,gen_1,00001,p03889 code festival 2016 relay parallel mirror string,useStlAlgorithm,style,398,Consider using std::transform algorithm instead of a raw loop.
qwen/gen_1/00001/0278_498_B._Name_That_Tune,qwen,gen_1,00001,498 b name that tune,useStlAlgorithm,style,398,Consider using std::accumulate algorithm instead of a raw loop.
qwen/gen_1/00001/0115_789_A._Anastasia_and_pebbles,qwen,gen_1,00001,789 a anastasia and pebbles,useStlAlgorithm,style,398,Consider using std::accumulate algorithm instead of a raw loop.
qwen/gen_1/00001/0072_1180_E._Serge_and_Dining_Room,qwen,gen_1,00001,1180 e serge and dining room,noExplicitConstructor,style,398,Struct 'BIT' has a constructor with 1 argument that is not explicit.
qwen/gen_1/00001/0072_1180_E._Serge_and_Dining_Room,qwen,gen_1,00001,1180 e serge and dining room,noExplicitConstructor,style,398,Struct 'BIT_MAX' has a constructor with 1 argument that is not explicit.
qwen/gen_1/00001/0072_1180_E._Serge_and_Dining_Room,qwen,gen_1,00001,1180 e serge and dining room,unreadVariable,style,563,Variable 'a[idx]' is assigned a value that is never used.
qwen/gen_1/00001/0164_1249_D1._Too_Many_Segments__easy_version_,qwen,gen_1,00001,1249 d1 too many segments easy version,useStlAlgorithm,style,398,Consider using std::any_of algorithm instead of a raw loop.
qwen/gen_1/00001/0064_1003_D._Coins_and_Queries,qwen,gen_1,00001,1003 d coins and queries,unreadVariable,style,563,Variable 'used' is assigned a value that is never used.
qwen/gen_1/00001/0248_120_C._Winnie-the-Pooh_and_honey,qwen,gen_1,00001,120 c winnie the pooh and honey,constVariableReference,style,398,Variable 'a' can be declared as reference to const
qwen/gen_1/00001/0051_p00638_Old_Bridges,qwen,gen_1,00001,p00638 old bridges,useStlAlgorithm,style,398,Consider using std::accumulate algorithm instead of a raw loop.
qwen/gen_1/00001/0051_p00638_Old_Bridges,qwen,gen_1,00001,p00638 old bridges,unreadVariable,style,563,Variable 'total_treasure' is assigned a value that is never used.
qwen/gen_1/00001/0051_p00638_Old_Bridges,qwen,gen_1,00001,p00638 old bridges,unreadVariable,style,563,Variable 'total_treasure' is assigned a value that is never used.
qwen/gen_1/00001/0066_1046_D._Interstellar_battle,qwen,gen_1,00001,1046 d interstellar battle,shadowVariable,style,398,Local variable 'N' shadows outer variable
qwen/gen_1/00001/0187_377_A._Maze,qwen,gen_1,00001,377 a maze,constParameterReference,style,398,Parameter 'grid' can be declared as reference to const
qwen/gen_1/00001/0187_377_A._Maze,qwen,gen_1,00001,377 a maze,constVariableReference,style,398,Variable 'row' can be declared as reference to const
qwen/gen_1/00001/0067_1070_C._Cloud_Computing,qwen,gen_1,00001,1070 c cloud computing,constVariableReference,style,398,Variable 'e' can be declared as reference to const
qwen/gen_1/00001/0264_171_C._A_Piece_of_Cake,qwen,gen_1,00001,171 c a piece of cake,useStlAlgorithm,style,398,Consider using std::accumulate algorithm instead of a raw loop.
qwen/gen_1/00001/0109_650_B._Image_Preview,qwen,gen_1,00001,650 b image preview,knownConditionTrueFalse,style,571,Condition 'visited[left]' is always true
qwen/gen_1/00001/0109_650_B._Image_Preview,qwen,gen_1,00001,650 b image preview,unreadVariable,style,563,Variable 'i' is assigned a value that is never used.
qwen/gen_1/00001/0109_650_B._Image_Preview,qwen,gen_1,00001,650 b image preview,unreadVariable,style,563,Variable 'i' is assigned a value that is never used.
qwen/gen_1/00001/0016_512_B._Fox_And_Jumping,qwen,gen_1,00001,512 b fox and jumping,unreadVariable,style,563,Variable 'gcd_val' is assigned a value that is never used.
qwen/gen_1/00001/0016_512_B._Fox_And_Jumping,qwen,gen_1,00001,512 b fox and jumping,unreadVariable,style,563,Variable 'gcd_val' is assigned a value that is never used.
qwen/gen_1/00001/0172_141_C._Queue,qwen,gen_1,00001,141 c queue,useStlAlgorithm,style,398,Consider using std::transform algorithm instead of a raw loop.
qwen/gen_1/00001/0258_1423_H._Virus,qwen,gen_1,00001,1423 h virus,shadowVariable,style,398,Local variable 'q' shadows outer variable
qwen/gen_1/00001/0258_1423_H._Virus,qwen,gen_1,00001,1423 h virus,stlFindInsert,performance,398,Searching before insertion is not necessary.
qwen/gen_1/00001/0004_228_D._Zigzag,qwen,gen_1,00001,228 d zigzag,shadowVariable,style,398,Local variable 'i' shadows outer variable
qwen/gen_1/00001/0247_1191_C._Tokitsukaze_and_Discard_Items,qwen,gen_1,00001,1191 c tokitsukaze and discard items,unreadVariable,style,563,Variable 'page' is assigned a value that is never used.
qwen/gen_1/00001/0089_157_A._Game_Outcome,qwen,gen_1,00001,157 a game outcome,useStlAlgorithm,style,398,Consider using std::count_if algorithm instead of a raw loop.
qwen/gen_1/00001/0103_483_B._Friends_and_Presents,qwen,gen_1,00001,483 b friends and presents,variableScope,style,398,The scope of the variable 'mid' can be reduced.
qwen/gen_1/00001/0084_1428_D._Bouncing_Boomerangs,qwen,gen_1,00001,1428 d bouncing boomerangs,useStlAlgorithm,style,398,Consider using std::find_if algorithm instead of a raw loop.
qwen/gen_1/00001/0240_103_C._Russian_Roulette,qwen,gen_1,00001,103 c russian roulette,unreadVariable,style,563,Variable 'fullCycles' is assigned a value that is never used.
qwen/gen_1/00001/0240_103_C._Russian_Roulette,qwen,gen_1,00001,103 c russian roulette,unreadVariable,style,563,Variable 'fullCycles' is assigned a value that is never used.
qwen/gen_1/00001/0116_80_C._Heroes,qwen,gen_1,00001,80 c heroes,variableScope,style,398,The scope of the variable 'best_teams' can be reduced.
qwen/gen_1/00001/0116_80_C._Heroes,qwen,gen_1,00001,80 c heroes,constVariable,style,398,Variable 'names' can be declared as const array
qwen/gen_1/00001/0116_80_C._Heroes,qwen,gen_1,00001,80 c heroes,useStlAlgorithm,style,398,Consider using std::count_if algorithm instead of a raw loop.
qwen/gen_1/00001/0116_80_C._Heroes,qwen,gen_1,00001,80 c heroes,useStlAlgorithm,style,398,Consider using std::count_if algorithm instead of a raw loop.
qwen/gen_1/00001/0116_80_C._Heroes,qwen,gen_1,00001,80 c heroes,useStlAlgorithm,style,398,Consider using std::count_if algorithm instead of a raw loop.
qwen/gen_1/00001/0218_p03443_AtCoder_Petrozavodsk_Contest_001_-_Colorful_Doors,qwen,gen_1,00001,p03443 atcoder petrozavodsk contest 001 colorful doors,useStlAlgorithm,style,398,Consider using std::find_if algorithm instead of a raw loop.
qwen/gen_1/00001/0105_556_C._Case_of_Matryoshkas,qwen,gen_1,00001,556 c case of matryoshkas,useStlAlgorithm,style,398,Consider using std::accumulate algorithm instead of a raw loop.
qwen/gen_1/00001/0032_886_D._Restoration_of_string,qwen,gen_1,00001,886 d restoration of string,constVariableReference,style,398,Variable 'str' can be declared as reference to const
qwen/gen_1/00001/0211_989_E._A_Trance_of_Nightfall,qwen,gen_1,00001,989 e a trance of nightfall,assignBoolToFloat,style,704,Boolean value assigned to floating point variable.
qwen/gen_1/00001/0211_989_E._A_Trance_of_Nightfall,qwen,gen_1,00001,989 e a trance of nightfall,constVariableReference,style,398,Variable 'a' can be declared as reference to const
qwen/gen_1/00001/0211_989_E._A_Trance_of_Nightfall,qwen,gen_1,00001,989 e a trance of nightfall,constVariableReference,style,398,Variable 'b' can be declared as reference to const
qwen/gen_1/00001/0099_38_C._Blinds,qwen,gen_1,00001,38 c blinds,useStlAlgorithm,style,398,Consider using std::accumulate algorithm instead of a raw loop.
qwen/gen_1/00001/0049_p00260_Cats_Going_Straight,qwen,gen_1,00001,p00260 cats going straight,variableScope,style,398,The scope of the variable 'xp' can be reduced.
qwen/gen_1/00001/0049_p00260_Cats_Going_Straight,qwen,gen_1,00001,p00260 cats going straight,variableScope,style,398,The scope of the variable 'yp' can be reduced.
qwen/gen_1/00001/0049_p00260_Cats_Going_Straight,qwen,gen_1,00001,p00260 cats going straight,constParameterReference,style,398,Parameter 'visible' can be declared as reference to const
qwen/gen_1/00001/0100_40_B._Repaintings,qwen,gen_1,00001,40 b repaintings,clarifyCalculation,style,783,Clarify calculation precedence for '<<' and '?'.
qwen/gen_1/00001/0111_699_F._Limak_and_Shooting_Points,qwen,gen_1,00001,699 f limak and shooting points,variableScope,style,398,The scope of the variable 'c2' can be reduced.
qwen/gen_1/00001/0111_699_F._Limak_and_Shooting_Points,qwen,gen_1,00001,699 f limak and shooting points,constVariableReference,style,398,Variable 'm' can be declared as reference to const
qwen/gen_1/00001/0111_699_F._Limak_and_Shooting_Points,qwen,gen_1,00001,699 f limak and shooting points,constVariableReference,style,398,Variable 's' can be declared as reference to const
qwen/gen_1/00001/0111_699_F._Limak_and_Shooting_Points,qwen,gen_1,00001,699 f limak and shooting points,constVariableReference,style,398,Variable 'other' can be declared as reference to const
qwen/gen_1/00001/0019_586_F._Lizard_Era__Beginning,qwen,gen_1,00001,586 f lizard era beginning,constVariableReference,style,398,Variable 's' can be declared as reference to const
qwen/gen_1/00001/0052_p00781_Lattice_Practices,qwen,gen_1,00001,p00781 lattice practices,constParameter,style,398,Parameter 'board' can be declared as const array
qwen/gen_1/00001/0052_p00781_Lattice_Practices,qwen,gen_1,00001,p00781 lattice practices,constParameter,style,398,Parameter 'board' can be declared as const array
qwen/gen_1/00001/0052_p00781_Lattice_Practices,qwen,gen_1,00001,p00781 lattice practices,constParameter,style,398,Parameter 'b1' can be declared as const array
qwen/gen_1/00001/0052_p00781_Lattice_Practices,qwen,gen_1,00001,p00781 lattice practices,constParameter,style,398,Parameter 'b2' can be declared as const array
qwen/gen_1/00001/0141_p00886_Towns_along_a_Highway,qwen,gen_1,00001,p00886 towns along a highway,constParameterReference,style,398,Parameter 'path' can be declared as reference to const
qwen/gen_1/00001/0003_203_E._Transportation,qwen,gen_1,00001,203 e transportation,unreadVariable,style,563,Variable 'self_drivers' is assigned a value that is never used.
qwen/gen_1/00001/0003_203_E._Transportation,qwen,gen_1,00001,203 e transportation,unreadVariable,style,563,Variable 'self_fuel' is assigned a value that is never used.
qwen/gen_1/00001/0003_203_E._Transportation,qwen,gen_1,00001,203 e transportation,unreadVariable,style,563,Variable 'self_drivers' is assigned a value that is never used.
qwen/gen_1/00001/0003_203_E._Transportation,qwen,gen_1,00001,203 e transportation,unreadVariable,style,563,Variable 'self_fuel' is assigned a value that is never used.
qwen/gen_1/00001/0177_1539_D._PriceFixed,qwen,gen_1,00001,1539 d pricefixed,constVariableReference,style,398,Variable 'p' can be declared as reference to const
qwen/gen_1/00001/0227_p00812_Equals_are_Equals,qwen,gen_1,00001,p00812 equals are equals,noExplicitConstructor,style,398,Struct 'Term' has a constructor with 1 argument that is not explicit.
qwen/gen_1/00001/0227_p00812_Equals_are_Equals,qwen,gen_1,00001,p00812 equals are equals,useStlAlgorithm,style,398,Consider using std::find_if algorithm instead of a raw loop.
qwen/gen_1/00001/0227_p00812_Equals_are_Equals,qwen,gen_1,00001,p00812 equals are equals,invalidContainerLoop,error,664,Calling 'erase' while iterating the container is invalid.
qwen/gen_1/00001/0159_1148_C._Crazy_Diamond,qwen,gen_1,00001,1148 c crazy diamond,constVariableReference,style,398,Variable 'x' can be declared as reference to const
qwen/gen_1/00001/0074_1216_D._Swords,qwen,gen_1,00001,1216 d swords,useStlAlgorithm,style,398,Consider using std::accumulate algorithm instead of a raw loop.
qwen/gen_1/00001/0179_187_B._AlgoRace,qwen,gen_1,00001,187 b algorace,shadowArgument,style,398,Local variable 'k' shadows outer argument
qwen/gen_1/00001/0199_685_D._Kay_and_Eternity,qwen,gen_1,00001,685 d kay and eternity,variableScope,style,398,The scope of the variable 'endX' can be reduced.
qwen/gen_1/00001/0223_p00156_Moats_around_the_Castle,qwen,gen_1,00001,p00156 moats around the castle,constParameterReference,style,398,Parameter 'grid' can be declared as reference to const
qwen/gen_1/00001/0062_p02211_Apple_Adventure,qwen,gen_1,00001,p02211 apple adventure,uninitvar,warning,457,Uninitialized variable: sx
qwen/gen_1/00001/0062_p02211_Apple_Adventure,qwen,gen_1,00001,p02211 apple adventure,uninitvar,warning,457,Uninitialized variable: sy
qwen/gen_1/00001/0062_p02211_Apple_Adventure,qwen,gen_1,00001,p02211 apple adventure,uninitvar,warning,457,Uninitialized variable: ex
qwen/gen_1/00001/0062_p02211_Apple_Adventure,qwen,gen_1,00001,p02211 apple adventure,uninitvar,warning,457,Uninitialized variable: ey
qwen/gen_1/00001/0146_p01609_One,qwen,gen_1,00001,p01609 one,variableScope,style,398,The scope of the variable 'prevx' can be reduced.
qwen/gen_1/00001/0146_p01609_One,qwen,gen_1,00001,p01609 one,variableScope,style,398,The scope of the variable 'prevx' can be reduced.
qwen/gen_1/00001/0153_1011_A._Stages,qwen,gen_1,00001,1011 a stages,useStlAlgorithm,style,398,Consider using std::transform algorithm instead of a raw loop.
qwen/gen_1/00001/0153_1011_A._Stages,qwen,gen_1,00001,1011 a stages,unreadVariable,style,563,Variable 'valid' is assigned a value that is never used.
qwen/gen_1/00001/0153_1011_A._Stages,qwen,gen_1,00001,1011 a stages,unreadVariable,style,563,Variable 'valid' is assigned a value that is never used.
qwen/gen_1/00001/0017_536_C._Tavas_and_Pashmaks,qwen,gen_1,00001,536 c tavas and pashmaks,useStlAlgorithm,style,398,Consider using std::any_of algorithm instead of a raw loop.
qwen/gen_1/00001/0150_p02185_Many_Decimal_Integers,qwen,gen_1,00001,p02185 many decimal integers,unreadVariable,style,563,Variable 'power' is assigned a value that is never used.
qwen/gen_1/00001/0150_p02185_Many_Decimal_Integers,qwen,gen_1,00001,p02185 many decimal integers,unreadVariable,style,563,Variable 'ways' is assigned a value that is never used.
qwen/gen_1/00001/0150_p02185_Many_Decimal_Integers,qwen,gen_1,00001,p02185 many decimal integers,unreadVariable,style,563,Variable 'power' is assigned a value that is never used.
qwen/gen_1/00001/0114_765_D._Artsem_and_Saunders,qwen,gen_1,00001,765 d artsem and saunders,constVariableReference,style,398,Variable 'cycle' can be declared as reference to const
qwen/gen_1/00001/0114_765_D._Artsem_and_Saunders,qwen,gen_1,00001,765 d artsem and saunders,useStlAlgorithm,style,398,Consider using std::any_of algorithm instead of a raw loop.
qwen/gen_1/00001/0209_936_A._Save_Energy_,qwen,gen_1,00001,936 a save energy,unreadVariable,style,563,Variable 'on_time' is assigned a value that is never used.
qwen/gen_1/00001/0209_936_A._Save_Energy_,qwen,gen_1,00001,936 a save energy,unreadVariable,style,563,Variable 'off_time' is assigned a value that is never used.
qwen/gen_1/00001/0209_936_A._Save_Energy_,qwen,gen_1,00001,936 a save energy,unreadVariable,style,563,Variable 'on_time' is assigned a value that is never used.
qwen/gen_1/00001/0209_936_A._Save_Energy_,qwen,gen_1,00001,936 a save energy,unreadVariable,style,563,Variable 'on_time' is assigned a value that is never used.
qwen/gen_1/00001/0209_936_A._Save_Energy_,qwen,gen_1,00001,936 a save energy,unreadVariable,style,563,Variable 'off_time' is assigned a value that is never used.
qwen/gen_1/00001/0209_936_A._Save_Energy_,qwen,gen_1,00001,936 a save energy,unreadVariable,style,563,Variable 'off_time' is assigned a value that is never used.
qwen/gen_1/00001/0209_936_A._Save_Energy_,qwen,gen_1,00001,936 a save energy,unreadVariable,style,563,Variable 'on_time' is assigned a value that is never used.
qwen/gen_1/00001/0124_9_E._Interesting_Graph_and_Apples,qwen,gen_1,00001,9 e interesting graph and apples,useStlAlgorithm,style,398,Consider using std::any_of algorithm instead of a raw loop.
qwen/gen_1/00001/0193_516_C._Drazil_and_Park,qwen,gen_1,00001,516 c drazil and park,shadowVariable,style,398,Local variable 'd' shadows outer variable
qwen/gen_1/00001/0256_1379_F1._Chess_Strikes_Back__easy_version_,qwen,gen_1,00001,1379 f1 chess strikes back easy version,unreadVariable,style,563,Variable 'total' is assigned a value that is never used.
